0	1	2	3	4	5	6
32.0	283.0	7.8	20.0	50.0	90.0	5.099999905
50.0	733.0	18.3	16.0	80.0	83.0	7.7
47.0	1196.0	126.3	72.0	95.0	80.0	10.8
35.0	388.0	81.6	20.0	100.0	100.0	6.3
51.0	1009.0	33.7	43.0	80.0	68.0	9.1
36.0	501.0	38.4	90.0	27.0	70.0	10.8
23.0	1864.0	19.8	97.0		25.0	8.7
40.0	276.0	1.6	54.0	44.0	95.0	8.0
47.0	587.0	11.1	34.0	34.0		9.0
59.0	537.0	139.6	15.0	97.0	80.0	7.199999809
48.0	223.0	3.5	130.0	11.0	70.0	8.8
46.0	261.0	4.4	14.0	43.0	53.0	9.6
50.0	236.0	5.2	160.0	23.0	40.0	9.6
34.0	857.0	105.2	252.0	66.0	90.0	9.0
57.0	357.0	10.2	66.0	52.0	90.0	9.699999809
34.0	1015.0	36.9	23.0	35.0	85.0	8.9
44.0	304.0	1.5	92.0	0.0	30.0	9.5
39.0	901.0	67.9	85.0	88.0	95.0	7.400000095
29.0	316.0	95.5	105.0	88.0	100.0	10.69999981
27.0	703.0	294.9	380.0	84.0	71.0	11.0
23.0	467.0	15.2	44.0	92.0	85.0	10.9
35.0	779.0	69.9	11.0	90.0	91.0	11.69999981
54.0	519.0	9.8	60.0	0.0	30.0	6.8
52.0	420.0	2.1	72.0	4.0	17.0	7.9
37.0	249.0	6.9	178.0	43.0	70.0	15.1
60.0	220.0	3.3	74.0	0.0	34.0	8.9
55.0	182.0	2.3	41.0	0.0	50.0	9.699999809
45.0	522.0	10.8	174.0	33.0	80.0	8.5
60.0	622.0	21.8	13.0	4.0	37.0	5.0
46.0		19.5	23.0	10.0	42.0	8.7
39.0	1095.0	81.7	75.0	79.0	92.0	10.4
21.0	389.0	10.9	78.0	58.0	80.0	9.6
52.0	240.0	4.85	134.0	29.0	39.0	10.89999962
45.0	1497.0	112.0	41.0	58.0	66.0	11.80000019
50.0	505.0	37.2	32.0	58.0	70.0	7.9
64.0	1120.0	19.8	47.0	11.0	70.0	7.5
41.0	675.0	55.5	122.0	33.0	80.0	9.5
53.0	281.0	15.7	180.0	0.0	90.0	11.5
40.0	1641.0	190.1	94.0	7.0	80.0	11.1
62.0	174.0	2.34	72.0	13.0	28.0	11.3
44.0	640.0	52.2	71.0	26.0		8.5
54.0	1705.0	81.9	80.0	52.0	80.0	5.9
40.0	563.0	52.3	47.0	32.0	32.0	9.399999619
49.0	372.0	5.5	35.0	56.0	71.0	7.9
26.0	904.0	73.8	38.0	85.0	85.0	6.599999905
42.0	781.0	141.0	17.0		80.0	10.1
44.0	402.0	4.1	197.0	2.0	21.0	10.7
60.0	366.0	4.6	45.0		20.0	9.0
40.0	473.0	3.6	119.0	44.0	90.0	11.2
47.0	580.0	2.4	24.0			9.399999619
41.0	121.0	1.05	72.0	1.0	80.0	9.800000191
36.0	434.0	9.16	54.0	32.0	90.0	7.5
40.0	590.0	77.1	14.0	53.0	47.0	7.5
37.0	1162.0	68.0	83.0	84.0	98.0	14.19999981
24.0	296.0	24.7	29.0	51.0	60.0	8.2
58.0	433.0	229.0	14.0	90.0		9.0
58.0	191.0	2.4	68.0	24.0	60.0	7.0
46.0	337.0	20.1	55.0	14.0	60.0	7.7
61.0	240.0	54.9	190.0	63.0	95.0	11.7
52.0	497.0	73.6	29.0	31.0	17.0	9.9
31.0	737.0	50.8	27.8	29.0		9.609999657
54.0	344.0	51.2	49.0	1.0	20.0	6.7
29.0	177.0	17.5	211.0	39.0	90.0	10.60000038
18.0	832.0	41.4	43.0	66.0	77.0	9.1
29.0	356.0	11.0	57.0	44.0	100.0	7.5
57.0	280.0	3.9	55.0	23.0	80.0	7.5
48.0	251.0	0.9	314.0	0.0	21.0	10.5
42.0	2972.0	109.5	25.0	94.0	80.0	11.2
57.0	344.0	64.8	37.0	76.0	90.0	10.2
40.0	482.0	5.9	120.0	20.0	26.0	10.9
54.0	1002.0	55.6	40.0	68.0	80.0	6.900000095
56.0	284.0	8.8	27.0	73.0	80.0	6.7
51.0	877.0	74.2	46.0	89.0	90.0	9.7
38.0	186.0	1.5	21.0	5.0	63.0	8.8
52.0	1190.0	146.4	241.0	82.0		5.3
45.0	332.0	8.8	74.0	15.0	47.0	10.89999962
56.0	1279.0	3.1	90.0	27.0	88.0	12.0
35.0	611.0	184.3	51.0	40.0	88.0	8.9
44.0	544.0	65.4	105.0	73.0	86.0	7.5
50.0	314.0	40.9	159.0	70.0	90.0	10.9
33.0	629.0	42.8	29.0	79.0	99.0	8.399999619
22.0	215.0	7.2	319.0	0.0	4.0	14.5
54.0	942.0	22.5	53.0	88.0		8.7
40.0	557.0	38.0	47.0	67.0		9.699999809
39.0	455.0	51.8	20.0	58.0	80.0	8.399999619
53.0	361.0	4.0	120.0	48.0	90.0	10.10000038
58.0	315.0	2.1	50.0	55.0	99.0	8.7
42.0	295.0	9.05	58.0	14.0	45.0	8.300000191
56.0	930.0	59.7	16.0	9.0		9.9
34.0	1621.0	177.5	57.0	90.0	80.0	11.19999981
48.0	725.0	159.0	34.0	99.0		9.6
57.0	237.0	1.4	80.0	28.0	75.0	7.400000095
24.0		122.0	34.0	93.0	90.0	7.2
61.0	1296.0	96.6	26.0		95.0	10.1
28.0	407.0	34.9	16.0	32.0	71.0	10.19999981
30.0	324.0	2.4	131.0	5.0	56.0	7.599999905
48.0	1959.0	44.0	20.0			10.7
56.0	261.0	23.8	9.0	6.0	24.0	9.300000191
36.0	248.0	6.0	9.0	64.0	60.0	5.300000191
62.0	216.0	0.7	101.0		80.0	9.9
47.0	781.0	69.2	26.0	36.0	90.0	6.199999809
33.0	400.0	10.1	61.0	22.0	90.0	11.6
51.0	250.0	8.4	45.0	35.0	90.0	9.0
64.0	441.0	10.7	220.0	66.0	70.0	10.0
47.0						
19.0	255.0	10.2	10.0	50.0	65.0	6.7
53.0	384.0	2.6	87.0	0.0	30.0	9.0
55.0	588.0	84.9	28.0	91.0	90.0	12.7
27.0	731.0	68.1	69.0	35.0	80.0	9.7
54.0	1280.0	36.2	30.0	39.0	90.0	8.2
57.0	170.0				54.0	
41.0	486.0	5.3	26.0	2.0	90.0	8.4
60.0	385.0	110.5	4.0	95.0	95.0	7.300000191
51.0	233.0	20.2	20.0	1.0	70.0	9.0
36.0	352.0	1.8	109.0	9.0	30.0	8.800000191
28.0	590.0	55.8	185.0	85.0	91.0	7.0
30.0	700.0	200.0	56.0		64.0	6.699999809
55.0	546.0	9.2	46.0	29.0	50.0	7.2
48.0						
49.0	269.0	8.8	151.0	22.0	35.0	9.2
55.0	648.0	71.6	40.0	75.0	90.0	8.7
33.0	191.0	1.9	180.0	0.0	63.0	10.3
45.0	915.0	7.6	22.0	77.0	90.0	8.7
29.0		4.2	105.0	41.0	28.0	9.0
56.0	480.0	2.3	33.0	27.0	40.0	7.900000095
30.0	393.0	22.0	82.0	28.0	56.0	10.7
60.0		1.37	17.0		50.0	9.1
60.0	367.0	1.9	405.0	3.0	32.0	9.6
33.0	5388.0	37.3	37.0	80.0	85.0	9.399999619
36.0	419.0	84.9	25.0	16.0	85.0	8.399999619
56.0	143.0	1.9	435.0	1.0	30.0	9.800000191
52.0	417.0	7.7	86.0	10.0	70.0	8.3
55.0	198.0	2.9	22.0	28.0	90.0	7.300000191
57.0	354.0	13.2	115.0	43.0	41.0	11.19999981
38.0	2503.0	251.4	169.0	90.0	95.0	7.0
45.0	496.0	83.7	55.0	6.0	90.0	8.7
45.0	1096.0	56.2	63.0	35.0	95.0	9.4
46.0	573.0	52.0	56.0	73.0	77.0	10.0
54.0						
51.0	279.0	2.4	47.0	80.0	90.0	9.0
47.0	405.0	24.9	23.0	80.0	90.0	8.399999619
58.0	223.0	8.9	265.0	2.0	80.0	8.9
37.0	356.0	32.0	54.0	11.0	75.0	7.7
59.0	1070.0	121.1	19.0	96.0	79.0	10.9
58.0	368.0	46.5	122.0	1.0	80.0	11.2
55.0	215.0	6.08	76.0	37.0	84.0	8.300000191
51.0	201.0	1.4	156.0	6.0	82.0	12.80000019
58.0	157.0	1.8	145.0	0.0	40.0	11.3
58.0	364.0	31.5	296.0	79.0	69.0	8.329999924
48.0	212.0	1.5	99.0	0.0	32.0	16.0
59.0	223.0	5.2	352.0	9.0	50.0	10.6
54.0	1068.0	20.6	16.0	76.0	90.0	8.3
61.0	1027.0	23.1	44.0	76.0	80.0	9.800000191
51.0	322.0	8.3	29.0	75.0	90.0	8.600000381
46.0	5215.0	4.5	39.0	24.0		8.2
31.0	146.0	0.7	130.0	6.0	30.0	10.89999962
39.0	300.0	6.2	21.0	46.0	50.0	8.1
30.0	139.0	11.6	32.0	41.0	80.0	9.300000191
61.0	207.0	18.3	100.0	19.0	92.5	6.9
54.0	655.0	66.8	63.0	46.0	70.0	7.400000095
47.0	742.0	34.9	45.0	93.0	95.0	8.5
60.0	164.0	3.6	312.0		90.0	8.0
52.0	1420.0	3.43	22.0	16.0		8.899999619
59.0	890.0	21.2	17.0	5.0	4.0	9.699999809
51.0	218.0	0.5	49.0	24.0	42.0	11.1
31.0	527.0	43.9	108.0	70.0	70.0	11.5
38.0	2410.0	143.1	47.0	74.0		9.7
58.0	672.0	103.5	157.0	76.0	74.0	8.6
49.0	496.0	52.5	149.0	5.0	31.0	11.39999962
36.0	153.0	2.5	177.0	23.0	40.0	13.0
48.0	217.0	1.6	91.0		91.0	7.699999809
62.0	361.0	61.68	41.0	81.0	80.0	9.6
38.0	1871.0	30.4	47.0	71.0	30.0	10.30000019
54.0	459.0	39.0	20.0	4.0	33.0	9.9
46.0	823.0	29.1	205.0	80.0	59.0	8.300000191
25.0	1441.0	106.7	66.0	81.0	95.0	10.3
56.0	144.0	1.3	249.0		35.0	12.5
39.0	186.0	2.3	67.0	5.0	50.0	9.600000381
37.0	221.0	5.6	192.0		70.0	4.7
60.0	383.0	42.3	47.0	24.0	80.0	8.4
40.0	252.0	1.4	148.0	5.0	40.0	11.5
35.0	287.0	56.1	55.0	81.0	95.0	10.0
54.0	215.0	1.6	44.0	29.0	75.0	9.7
61.0	576.0	14.9	29.0	52.0	95.0	12.2
63.0	324.0	8.1	36.0	31.0		10.7
50.0	960.0	10.6	24.0	4.0	20.0	9.399999619
61.0	269.0	3.6	39.0	1.0	30.0	10.5
61.0	512.0	103.0	143.0	97.0		9.4
41.0	162.0	9.93	338.0	0.0	0.0	16.2
28.0	819.0	44.2	21.0	30.0	96.0	7.1
51.0	308.0	4.8	261.0	17.0	50.0	9.9
50.0	996.0	41.7	125.0	51.0	60.0	9.9
54.0	346.0	13.4	97.0	40.0	32.0	9.699999809
51.0	297.0	2.0	95.0	33.0		11.9
47.0	1211.0	91.1	90.0	77.0	95.0	7.099999905
55.0						
64.0	389.0	5.4	85.0	38.0	59.0	9.4
49.0	367.0	14.9	50.0	12.0	86.0	9.8
34.0	739.0	3.18	32.0	8.0	75.0	10.5
36.0						
63.0	724.0	112.0	22.0	66.0	90.0	11.8
55.0	402.0	2.3	11.0	52.0	90.0	7.5
61.0	282.0	4.6	272.0	4.0	30.0	10.6
43.0	149.0	2.8	116.0	0.0	25.0	7.3
61.0	273.0	7.9	18.0	53.0	80.0	10.3
47.0	528.0	79.7	74.0	6.0	90.0	11.9
22.0	270.0	9.1	56.0	26.0	60.0	9.9
36.0	592.0	149.3	71.0	77.0	91.0	11.6
55.0	455.0	42.9	72.0	76.0	90.0	8.600000381
31.0	123.0	1.5	43.0		35.0	5.900000095
44.0	1110.0	4.3	23.0	68.0		8.7
50.0	337.0	5.1	575.0	35.0	70.0	9.0
31.0	556.0	37.0	56.0	50.0		9.399999619
39.0	1623.0	43.0	14.0	52.0	78.0	12.0
29.0	400.0	13.5	28.0	76.0	80.0	8.3
49.0	200.0	1.6	58.0	3.0	50.0	8.0
43.0	286.0	3.9	22.0	5.0	10.0	8.699999809
59.0	458.0	4.0	47.0	75.0	75.0	10.19999981
44.0	290.0	11.2	47.0	0.0	40.0	9.8
42.0	342.0	36.3	30.0	24.0	35.0	7.5
42.0	252.0	15.7	108.0	14.0	75.0	8.8
49.0	377.0	40.0	44.0	1.0	35.0	11.80000019
38.0	466.0	15.1	22.0	12.0	20.0	6.6
49.0	1120.0	157.4	34.0	84.0	95.0	9.399999619
58.0	1093.0	12.5	34.0	0.0	55.0	11.7
54.0		0.7	109.0		51.0	9.5
39.0	1144.0	167.5	25.0		99.0	8.1
23.0	1409.0	13.8	22.0	49.0	25.0	10.39999962
50.0	390.0	21.0	118.0	33.0	38.0	8.0
35.0	1333.0	161.5	79.0	92.0	90.0	7.900000095
40.0	1213.0	65.2	28.0	9.0	12.0	8.600000381
59.0	318.0	17.1	127.0	82.0	20.0	8.8
31.0	947.0	30.1	45.9	80.0	90.0	9.609999657
56.0	203.0	2.4	245.0	3.0	30.0	10.1
39.0	630.0	31.7	207.0	33.0	70.0	6.1
60.0	270.0	17.0	5.0	74.0	80.0	6.1
54.0	271.0	3.0	98.0	60.0	80.0	9.300000191
44.0	663.0	42.5	14.0	92.0	80.0	10.6
57.0	776.0	19.0	14.0	49.0	90.0	9.2
19.0	1387.0	2.3	28.0	15.0	100.0	7.0
38.0	386.0	72.5	23.0	80.0	90.0	8.600000381
45.0	1096.0	17.0	42.0	25.0	32.0	5.400000095
52.0	107.0	1.1	78.0	12.0	90.0	7.900000095
40.0	1334.0	102.0	40.0	81.0	84.0	11.69999981
29.0	593.0	5.2	24.0	24.0	75.0	7.7
44.0	699.0	34.6	108.0		95.0	10.80000019
34.0	281.0	2.1	71.0	3.0	20.0	8.8
40.0	340.0	7.6	35.0	52.0		9.600000381
38.0	4610.0	342.0	85.0	90.0	80.0	9.1
57.0	179.0	1.5	53.0	3.0	30.0	9.5
31.0	131.0	39.4	8.0	81.0	77.0	9.699999809
39.0	2710.0	214.0	256.0	82.0		7.0
39.0	350.0	3.6	79.0	4.0	30.0	9.0
22.0	979.0	46.2	24.0	35.0	90.0	7.599999905
39.0	435.0	20.3	88.0	71.0	88.0	7.800000191
53.0	323.0	3.2	137.0	5.0	90.0	8.9
47.0	201.0	48.5	85.0	7.0	21.0	10.0
63.0	750.0	116.0	44.0	66.0		7.2
40.0	189.0	5.1	92.0	3.0	45.0	10.39999962
33.0	222.0	2.26	154.0	22.0	32.0	8.020000458
43.0	237.0	2.7	20.0	4.0	45.0	6.2
41.0	222.0	5.7	55.0	59.0	73.0	10.0
49.0	214.0	9.9	42.0	2.0	80.0	11.9
49.0	943.0	70.5	63.0	1.0	37.0	10.9
59.0	279.0	5.6	22.0	51.0	87.0	8.5
52.0	413.0	8.7	93.0	29.0	70.0	10.4
57.0	175.0	2.8	111.0	0.0	21.0	13.5
46.0	414.0	28.3	59.0		69.0	7.9
36.0	175.0	1.9	130.0	39.0	75.0	7.7
55.0	203.0	77.7	25.0	81.0	31.0	5.900000095
57.0	523.0	56.3	20.0	72.0	88.0	9.9
41.0	296.0	2.68	96.0	7.0	20.0	12.69999981
60.0	459.0	50.1	61.0	7.0	91.0	9.8
58.0	804.0	106.9	29.0	50.0	70.0	6.099999905
42.0	478.0	15.7	50.0	65.0	95.0	7.6
56.0	245.0	9.3	53.0	62.0	78.0	10.4
24.0	219.0	4.97	68.0	30.0	90.0	4.099999905
53.0	468.0	16.97	253.0	54.0	65.0	8.800000191
47.0	272.0	12.8	147.0	68.0	90.0	12.4
54.0	334.0	39.0	39.0	37.0	66.0	7.099999905
55.0	178.0	3.0	31.0	13.0	80.0	8.899999619
49.0	418.0	9.3	33.0	34.0	75.0	9.4
49.0	193.0	3.2	125.0	8.0	74.0	8.2
23.0	1219.0	10.3	162.0	37.0	90.0	9.800000191
36.0	326.0	2.0	36.0	16.0	80.0	6.5
40.0	293.0	2.3	67.0	0.0	75.0	10.6
47.0	271.0	1.8	61.0	11.0	40.0	9.6
55.0	346.0	19.3	40.0	13.0	45.0	8.2
35.0	525.0	13.8	135.0	52.0	97.0	7.699999809
39.0	536.0	34.2	11.0	89.0	95.0	7.199999809
42.0	538.0	59.3	120.0	12.0	70.0	7.6
44.0	1165.0	46.0	26.0	0.0	89.0	6.3
44.0	804.0	40.6	151.0	82.0	69.0	11.2
49.0	914.0	33.7	123.0	87.0	86.0	7.1
57.0	749.0	7.0	38.0	72.0	60.0	7.5
51.0	895.0	120.0	22.0	80.0	95.0	8.699999809
37.0	413.0	1.3	246.0	0.0	62.0	13.10000038
57.0	5438.0	55.9	77.0	18.0		7.7
57.0	740.0	80.0	590.0	84.0	35.0	8.8
46.0	195.0	9.2	77.0	10.0	70.0	10.5
25.0	687.0	3.1	64.0	20.0	75.0	9.8
38.0	268.0	4.5	26.0	5.0	90.0	10.2
24.0	501.0	51.5	41.0	18.0	50.0	8.8
31.0	690.0	60.8	35.0	44.0	70.0	2.5
41.0	842.0	19.3	77.0	44.0	95.0	9.3
53.0	1298.0	19.1	150.0	68.0	90.0	6.599999905
32.0	2075.0	59.2	28.0	30.0	95.0	3.8
46.0	1233.0	53.5	34.0	78.0	95.0	8.9
57.0	477.0	21.3	78.0	61.0	90.0	11.0
58.0	467.0	3.39	28.0	2.0	20.0	8.399999619
24.0	550.0	153.0	28.0	75.0	70.0	7.2
50.0	244.0	23.9	44.0	90.0	40.0	12.10000038
47.0	331.0	70.0	6.0			7.400000095
34.0	2809.0	107.0	22.0	77.0	80.0	9.5
60.0	2014.0	83.5	57.0	81.0	70.0	7.199999809
48.0	203.0	6.6	426.0		45.0	7.300000191
30.0	354.0	88.0	38.0	56.0	66.0	6.9
44.0						
44.0	232.0	10.7	61.0	6.0	52.0	8.7
39.0	591.0	60.2	105.0	49.0	88.0	13.3
59.0	365.0	1.9	348.0	0.0	50.0	10.6
62.0	231.0	2.06	41.0	12.0	40.0	8.7
58.0	690.0	4.65	64.0	1.0	80.0	9.7
28.0	1040.0	145.7	518.0	84.0	88.0	8.5
33.0	594.0	32.0	128.0	91.0	91.0	7.900000095
59.0		15.1	10.0	60.0	60.0	11.69999981
58.0	966.0	96.1	78.0	79.0	91.0	10.60000038
42.0	243.0	0.9	33.0	61.0	90.0	6.099999905
59.0	422.0	15.6	20.0	61.0	50.0	8.6
56.0	331.0	14.4	123.0	9.0	28.0	10.30000019
48.0	1650.0	94.38	277.0	27.0	90.0	9.0
56.0	507.0	25.9	95.0	55.0	55.0	8.4
42.0	404.0	0.4	151.0		20.0	7.1
26.0	504.0	2.4	110.0	97.0		10.60000038
37.0	649.0	23.0	129.0	88.0	80.0	10.8
19.0	625.0	49.0	35.0	80.0	85.0	9.0
42.0	1633.0	98.4	17.0	97.0	90.0	9.1
55.0						
31.0	115.0	1.9	81.0		80.0	12.0
26.0	1067.0	109.0	76.0	63.0	89.0	7.7
43.0	368.0	32.0	70.8	13.0		9.5
44.0	230.0	8.9	15.0	91.0	90.0	8.7
46.0	553.0	11.2	48.0	37.0	50.0	8.2
41.0	3890.0	130.3	20.0		79.0	8.600000381
47.0	2420.0	114.0	50.0	75.0	90.0	12.19999981
42.0	492.0	121.2	42.0	85.0	90.0	9.2
47.0	166.0	2.8	14.0	1.0	40.0	7.400000095
34.0	312.0	3.55	14.0	3.0	44.0	6.800000191
58.0	315.0	3.87	18.0	16.0	49.0	8.800000191
51.0	889.0	89.7	150.0	14.0	70.0	10.4
50.0	340.0	2.9	89.0	28.0	53.0	8.199999809
35.0	217.0	1.57	228.0	8.0	72.0	11.30000019
55.0	1270.0	60.0	48.0	88.0	85.0	9.5
44.0	183.0	3.7	131.0	0.0	70.0	6.0
57.0	166.0	1.5	171.0		56.0	11.0
59.0	527.0	39.0	31.0	48.0	99.0	9.7
46.0	362.0	33.3	27.0	33.0	30.0	3.099999905
46.0	369.0	4.4	48.0	0.0	35.0	10.5
39.0	408.0	5.3	48.0	62.0	43.0	9.3
58.0	852.0	33.9	10.0	68.0	60.0	7.0
28.0	409.0	26.2	30.0	76.0	90.0	6.699999809
60.0	233.0	24.1	37.0	29.0	20.0	7.800000191
53.0	510.0	118.0	326.0	75.0	85.0	6.400000095
55.0	1385.0	81.5	42.0	95.0	95.0	10.2
54.0	388.0	80.7	251.0	3.0	60.0	10.60000038
41.0	1056.0	10.8	6.0	78.0	90.0	7.0
46.0	792.0	118.4	31.0	97.0	87.0	9.4
28.0						
52.0	1791.0	187.5	31.0	98.0	96.0	10.4
52.0	368.0	1.6	95.0	28.0	30.0	8.0
54.0	348.0	1.5	32.0		48.0	7.800000191
61.0	482.0	78.0	126.0	82.0	89.0	12.0
61.0	260.0	17.4	64.0	25.0	80.0	6.6
55.0	277.0	9.1	32.0	25.0	20.0	9.9
54.0	998.0	133.5	315.0	93.0	99.0	11.19999981
58.0	232.0	2.2	31.0	9.0	53.0	7.9
48.0	2401.0	137.0	93.0	88.0	96.0	9.800000191
52.0	1234.0	87.4	74.0	79.0	88.0	11.80000019
45.0	1088.0	7.8	80.0	1.0	35.0	8.9
36.0	839.0	15.9	89.0	30.0	70.0	9.4
38.0	680.0	70.0	12.0	91.0	57.0	8.9
58.0	733.0	12.5	20.0	47.0	50.0	8.7
47.0	598.0	16.6	196.0	20.0	37.0	14.69999981
60.0	265.0	7.55	27.0	65.0		7.900000095
29.0	407.0	73.1	529.0	32.0	95.0	10.39999962
55.0	390.0	5.0	20.0	27.0	50.0	8.2
50.0	418.0	21.7	16.0	98.0	69.0	10.3
53.0	514.0	16.2	54.0	14.0	44.0	8.8
42.0	675.0	9.09	12.0	8.0	44.0	6.5
49.0	335.0	37.2	16.0	8.0	80.0	10.3
57.0	239.0	1.7	34.0	0.0	55.0	9.8
38.0	122.0	3.0	30.0		31.0	10.39999962
58.0	2022.0	17.5	117.0	89.0	56.0	8.0
25.0	414.0	14.9	35.0	59.0	50.0	6.6
51.0	362.0	25.2	51.0	58.0	80.0	8.800000191
55.0	556.0	12.3	128.0	29.0	37.0	9.8
44.0	229.0	14.8	90.0	30.0	80.0	7.0
47.0	1003.0	13.5	34.0	83.0	10.0	11.89999962
35.0	792.0	16.2	69.0	59.0	79.0	8.100000381
41.0	173.0	1.6	168.0	0.0	26.0	10.8
37.0	430.0	32.8	19.0		80.0	9.100000381
33.0	145.0	21.8	87.0	24.0	84.0	7.9
39.0	320.0	3.0	100.0	0.0	22.0	11.0
53.0	461.0	27.3	26.0	12.0	30.0	8.899999619
26.0	415.0	2.1	16.0	10.0	7.0	6.8
45.0	495.0	64.5	23.0	87.0	90.0	5.1
51.0	929.0	10.1	24.0	22.0	10.0	9.699999809
62.0	546.0	15.6	42.0	62.0	95.0	7.5
30.0	1772.0	126.8	58.0	80.0	95.0	10.9
46.0	279.0	8.2	74.0	4.0	52.0	7.6
56.0	578.0	1.57	267.0		80.0	9.819999695
43.0	429.0	38.9	17.0	7.0	90.0	10.3
34.0	1410.0	2.3	85.0	40.0		14.80000019
48.0	437.0	4.2	29.0	4.0	50.0	5.0
60.0	390.0	15.4	109.0	7.0	31.0	7.5
25.0	110.0	1.0	42.0	6.0	29.0	9.1
41.0	344.0	9.4	64.0	88.0	75.0	7.0
60.0	265.0	2.2	70.0	60.0	51.0	8.899999619
44.0	224.0	91.1	64.0	92.0	80.0	10.4
36.0	803.0	65.3	40.0	72.0	70.0	7.8
34.0	213.0	9.1	46.0	45.0	52.0	11.2
32.0	747.0	64.0	61.0	51.0	70.0	7.5
49.0	232.0	5.6	5.0	2.0	39.0	8.8
42.0	793.0	13.7	13.0	47.0	80.0	11.30000019
38.0	345.0	6.8	42.0	70.0	45.0	8.2
44.0	413.0	10.7	234.0	75.0	94.0	7.9
61.0	217.0	1.2	11.0		60.0	6.7
39.0	563.0	16.1	300.0	12.0	45.0	2.7
60.0	475.0	96.8	116.0	43.0	90.0	13.5
59.0	745.0	13.89	72.0	42.0	24.0	7.5
49.0	352.0	21.8	69.0	50.0	60.0	7.3
44.0	1965.0	532.7	42.0	89.0	83.0	7.2
51.0	412.0	50.0	71.0	74.0	95.0	10.80000019
60.0	313.0	9.4	36.0	60.0	66.0	8.600000381
47.0	219.0	2.2	17.0	37.0	50.0	9.3
48.0	986.0	108.0	119.0	91.0	90.0	7.7
53.0	179.0	1.5	22.0	2.0	50.0	11.0
48.0	240.0	15.2	111.0	12.0	33.0	8.6
60.0	388.0	0.5	24.0		90.0	8.100000381
39.0		1.6	81.0	1.0	20.0	9.600000381
49.0	248.0	4.0	28.0	60.0	80.0	13.0
24.0	522.0	58.7	25.0	66.0	90.0	3.900000095
46.0	921.0	35.9	85.0	80.0	82.0	9.1
43.0	242.0	10.4	108.0	30.0	51.0	5.900000095
31.0	209.0	7.3	173.0	47.0	65.0	10.10000038
43.0	760.0	16.9	183.0	87.0	95.0	14.0
61.0	236.0	2.8	266.0	27.0		10.4
23.0	649.0	13.4	16.0	81.0	59.0	8.699999809
60.0	303.0	21.5	81.0	4.0	90.0	8.1
52.0	631.0	37.2	18.0	7.0	90.0	8.7
60.0	434.0	47.1	80.0	94.0	90.0	10.7
54.0		170.4	48.0	71.0		6.6
41.0	286.0	13.1	101.0	7.0	40.0	9.100000381
